id,tweet,ES
63,pake daster soalnya ga beli baju baru wkwk Btw bukan nastar yg diem diem ak habisin mbak sed tp kastengel EidMubarak J2prime Gatau yg jelek kameranya apa yg ngefoto Rene rene pak Masak dewe dientekke dewe Samaa dadd wkwkw Gas ayo maju din arep ditraktir jul Aku kan juga pengen foto sekeluarga Bgst malah typo Kelakuan mu din meneng2 ngoni Bagi bagi THR yuk sampe abis yang mau aja nanti sore aku bagiin Lg sange tuh dia Mbb Iniii mbakk,2
64,beli makan bnyak bgt Tasnya les catino yarob bikin ngiler Flat shoes connexion yongki gitu2 aja SUNSCREEN Kumpulan review sunscreen yang pernah kupakai Belum ada pemberitahuan tp katanya kalau masuk zona merah mulai offlinenya januari apakah iya Bila mak kau terlalu lama rancak borak ngan makcik kau Sakit Ada yg sampai pingsan kalo w dlu gapernah sampai pingsan tp selalu bolos kuliah tiap hari pertama datan KAGETT BGTT SKSKSKSKKS MALUUUU ANJIRRRRR Demi apa w baru ngeh pas masih saling kwot,2
65,Kita ngapain aja yak bertahun2 Wickedwhims for lifeeeee Kamu tidak sendirian temen rl caper alay bgt sih lo di twitter aku maaf disini bukan tempatmu Minal aidin pale LU TEMEN GUA BUKA SIH Ada brp pale lg sih di dunia ini Pengalaman brooow wkwk Ya soju nya dimasukin ke dalem botol sprite Oh mungkin mksdnya dia lg ternak mermaid guys Panji si manusia ikan KAMU MAU DIPUKULIN DISINI Liat ini mereka yang berjuang di garda terdepan demi bangsa Rela ga,1
66,balik keselnya ohgini rasanya cemburu peluk dlu sini al fatihah jam segini sudah overthinking aneh yang juga lagi gw siapin lagi coret2 nyari konsep paling cocok tungguin emg kdg hal yang bikin ganggu kehidupan kita alangkah baiknya diblock aja biar ga sakit hati masa si udah gatau hrs gmn lg benci bgt jdnya sm diri sendiri klo gini akhirnya sampe gua udah ga bisa nangis lagi karna udah terlalu sering emg ga bisa diubah tak bisa seremnya sih manusia kyk,2
67,gabisa yg normal aja gitu ngakak Coba dengerin If you agree with me please spread this Biar gak pada drama di masa pandemik gini reemar dengerin atuh kakak kakak abang abang dan semua nya asik hehe reemar,2
68,di kolom komen artis luar Melly Goeslaw nulis lirik lagu i just wanna say i love you Friendly Reminder Your age position fame level mental health economic status familial connection education Gpp beb lupa ngerjain kuis Penyesalan selalu belakangan yaah seru banget kayanya punya banyak abang ganteng di rumah kaya gini bangun tidur langsung bergumam oh gini rasanya jadi nasi uduk Kelak kita akan kembali berdandan rapi boncengan naik motor keliling kota nonton bioskop mampir ngopi di kedai nonto Selamat,2
69,bad for you gt Indonesia smart people making stupid people famous otherwise let me correct marry a man who s not being pampered by his mother beban hidupnya pasti lebih berat dari bawang merah hadeuuh bacaan segitu aja pada males gimana sih kenapa harus minta orang lain simpulin giliran hujat orang nomor satu tp edukasi diri sendiri nomor sekian Bayangin perempuan yang kamu sakiti ternyata dia jarang dapet kasih sayang dari ayahnya,3
70,jiemiardian Nastar sudah habis opor mulai mengering rengginang mulai masuk ke kaleng kong guan Udah gitu doang ga ada kalimat Konferensi pers drama JTBC SweetMunchies hari ini Judulnya bikin laper gaes Tayang mulai hari ini JungIlWoo KangJ salah satu momen awakening selama rebahan 24 7 di kosan punya bantal yang layak itu sebuah kewajiban setelah banyak baca tent Indonesia Tanpa Pacaran ini nyebelin juga ku tengok tengok Glorifikasi nikah karena biaya pacaran itu mahal HEY UDAH NI All what we,2
71,nanyainnya soal selakangan muluk are u kidding me gue gapernah telanjang depan lu tapi baru chatan doang aja udah sange muluk kayaknya bangsd Aamiin ya Allah stay safe ibukkk Ni ya kak makasih cintai dirimu sendiri Teori Cegah Prakteknya Covid dr WHO Di Indonesia Itu covid19 atau govid19 cr podcastkeselaje indonesiaterserah dirumahaja SocialDistancing MASIH BANDEL KELUAR2 RUMAH DESEK2AN GA MERHATIIN KESEHATANNYA SENDIRIII Gilaaaa emosi gue jd bener mau meninggalkan nahhhh mampoz ga tuhhh Bila ini yg kau mau meninggalkan diriku,3
72,sabar menghadapi anda Libur 3 hari sampe lupa ini hari apa Gimana libur seminggu sebulan vi Eh makanannya mau dibawa ke mana Ayo buka puasa bareng keluarga Ke kamarku Aku ada janji bukber online sama tema Perkara abis dines malem jam tidur gua berantakan bgt Kebiasaan abis subuh baru bisa tidur Wa aja gimana wkwkw lg libur nih Huhuuu makasih semangatnyaa yek Iyaadeh motornya lebih kesian dia bisa berguna untuk semua org wkwk Ga dapet libur ngeluh dikasih libur malah,3
73,salim ke emaknyaaa Okeokee makasiii Okeee makasii tipsnyaaaaa Kenapa ak ga pernah oanen sebanyak ini kalo pake porepack Ingat aja kata kata tukang parkir Angkringan terbaik memang mana murahh Kek di bad genius ya anjirr deg degan tapi nagih Instal sc aja kak HAHAHAHHAHA baru dikodein langsung ngarti Bang lirik lirik pengawas Oke kalem AKWOWOWWKWKWK Kenapa gemes bangettt Baguss Lucuuu Ehcipaaa Agar tida terlihat caludih kak hehee Pisces kok bisa bucin parahh si Males ntar juga kucel lagi Akhlakless sekali,1
74,bhakti Nyepi tahun ini rasanya agak berbeda krn tdk ada rangkaian upacara sblm hari raya spt melasti sembahayang di pantai dan tawur Sembahyang dilakukan di rumah saja Semoga wabah corona segera mereda supaya tmn2 muslim bisa menjalankan ibadah di bulan puasa seperti biasanya Saw this on Instagram touched my heart a thread wkwk makasih ya gasel ayo nyusul Tenang sel aku bisa jelasin lucukk bgt liat dedek bayi di layar usg betul sebaik baiknya bubur adalah bubur yang diaduk Happy,2
75,kumpul 2 buat pacar tp gapunya hari ini belajar gitar lagi belanja bulanan ke pasar kecil lanjut ke super market terdekat ikut kajian online bareng semua lanjut masakin orang orang rumah dan banyak ngobrol sama semuanya sambil makan amp ketawa tawa such a quality time and talk jujur hari ini lebih produktif dr biasanya senang sekali yg plg pasti dr patah hati merasa asing dgn diri sendiri krn mungkin tahunan berusaha melebur diri jadi 1 Masalah kepul jujur sedih kepala,3
76,table team Please comeback when you have a more concrete argument and evidence So just like that you change your argument Cheer up mate And next time please do a lil bit research before starting a twitter debate No barca was handed the transfer ban because of an under 18 transfer issues that is different from faking an income t co 0ui6IKjnlV Because Barca didnt lie about their income and they earn twice than city i dont know about PSG,1
77,Islam bisa adzan 5x sehari Lalu khutbah jumat seminggu sekali Lalu pengajian minggu yg semuanya pak 2019 Wrapped Siapa disini yang nilai agamanya waktu sd sma 80 keatas tapi sekarang kelakuan beragamanya remedial Mahasiswa Kupu Kupu Kuliah putus asa kuliah putus asa I will always tip the driver because this gangsta duck scares me life at college how I say college is going when my i m sorry but you all need to see this UMUR SEGINI SUDAH JADI INI,3
78,4 milo My plans 2020 anjeng emang si isaac ini nabati kalau selamat enak yang bungkus nya ungu 1 selamat nderrrr waktu itu aku nanya pertanyaan yg persis di base ini nder tp pada jawab jangan tiap hari karena dlm sehari aja kebutuhan vit c kita ga sampe segitu fix gjadi beli mangga durian pisang pake minyak cem ceman mustika ratu sebelum kramas kue nastar sama yg kue ada coklat batang nya itu trus makan opor ayam di campur bumbu,2
79,belakang bengkak nyeri lg doong ini si gigi bungsu geraham blm tumbuh sempurna apa gmn dah Sakit bgtt gilaa Haloo apakah ada yg kalo udara dingin langsung pilek dan gatel2 Tenang Itu salah satu bagian dari alergi Pileknyapu Mules disaat mau berangkat kerja Dan drakor kedua yg hari ini w tamatin A World Of Married Couple Iiih buset bener2 yaa endingnya ko ga jelas dah sbl Ini jg harus ada season 2 nya sih Physical Distancing karna ada pertemuan pasti,3
80,hari tp pas tiap keramas aku sisirin rambutnya seminggu ilaang Lah kalo memang masyarakat ga boleh beli bir legal kayak yg di gambar tutup aja pabriknya Ini boleh produksi boleh distrib Aku mencoba membereskan masalah hidup Kekenyangan makan opor ayam haleluyeh kalo ngatain cewe bakal all out bodyshaming bacot keluar semua sampe gembokan tutup akun blokir dia menang dia nangis gua smpe download tiktok buat ambil video ini kok jadi horror dong mnfs Habis khotbah khotibnya sehat jasmani dan rohani,1
81,kaqtvs happy birthday hy putt tutup matanya k langsung tancap gas lagi Pola Deret i get jealous when someone else has your attention parah WKWKWKWK Karena banyak dari teman teman meminta catatan kuantitatif Zeniusku jadi lebih baik aku bagikan di sini sekalian Oh i source youtube channel pak franzz paket bff semoga dilancarkan sidangnya nanti semangat ya Dalam rangka aku bahagia karena TA ku sdh di acc amp tinggal menunggu jadwal sidang aku mau ngadain GA novel2ku Tolong banget udah,2
82,pas kena muka temen Amerika selalu ingin jadi nomor 1 Everything Pengen belajar bahasa korea manhwanya bagus baguss Wahh ku blm pernah ngerasain naik gunung ngantuk Boleh juga anda Jumatan Ku rindu Nasi box gratis Nampaknya pemerintah kita dibanding juru bicara lebih butuh juru diam Inget di depan kelas yang paling pojok samping rawa rawa suka geli sendiri kalo inget hal hal memalukan kaya pas nyebut mortar jadi tumbukan saat ujian skripsi diguyong langsung Skripsimu itu engga penting Yang penting,4
83,terus kalo baru pertama kali jangan lama lama katanya nanti tiap kali olahraga mata kayak ditambah gitu hitungannya pftttt dolanmu kurang adoh lumrah HADEEEHHHH lo kalo emang gak suka ya bilang gimana bisa jadi pasangan tapi hal suka atau ga suka aja lo masih gak bisa ungkapin langsung kaga dipotong apa bumtutnya coYyy ketemu pacar yah semoga aja ga bohong sih ya kalp bohong ya doa orang orang ke dia semua anjing dah sini dah mana ig nya gua maki,4
84,but are we out of time t co rWgWRhswRA Dari abang tukang galon rumahku HAHAHAHAH weey kita so liat ngana bls apaa td eeeee kyapa diganti sto Kyknya ada yg pernah ngmng gitu jg spa yh tpiiij hmmm kok ku tetiba mendadak pikun yh Uuu totwiiittt Tidak apa jika Indonesia tidak punya kurva epidemologis yang penting Indonesia punya SURVEYYYYYY tepok jidat Ohhh iyaa emg byk plot armor tp seru haha semoga boruto ga ngerusak Setau gue kalo badan yg udah,2
85,itu ga hina please value kaya gini udh gaperlu dijelasin lagi dong realisasinya pengen hidup mandiri Lebih tajeman burung daripada silet Drama tiap hari tapi selalu aja ketinggalan wkwk Hai Billy Anda memulai video Hak Jawab dg framing terjadi keresahan atas pemberitaan dari pihak2 yg tidak bertanggungjawab yg asking salah satu alasan gue kangen SD Jangan potek Dulu rebahan bukan hal asing buat gua Itungannya veteran lah Nah sekarang sampe di titik capek bat ajg rebahan mulu R Akhirnya bisa,1
86,jualan keripik pedes Ini setengah kilo ya Harganya Rp25rb perbungkus Kirim bisa gosend dari Condet Jakarta Ti Tidur jam 9 bangun jam 12 waktunya melek sampe pagi Masooookkk Pacarmu kamu ganteng Kaya Bisaa gini ga Nitip ka Time so fast Gudim Public Melegakan kerengsaan mata Gudim Public biar apa ku tanya From this To this Gue mau tanya pak Itu yg potoin sape ye Kabar Gembira Ganja Mampu Tingkatkan Resistensi Terhadap Virus Corona,1
87,nya ku sukaakkk available on netflix juga yihaaaa tingginya beda 0 01 cm pula kak sm park seo joon ini aku doang yg ngerasa mereka sekilas mirip dan karakter mereka di drama masing2 ini bisa dibilang setipe apa gmn diem2 cuek menghanyutkan heuuuu mianhe pocongie HEIIII KLEAN SEMUA YANG PAKE MASKER SENSI SKRINEER KALO DILUAR RUMAH PADA BELI DIMANA SIK GUE NYARI DI OFFICIAL STORE KEABISAN MULU DI TEMPAT LAIN MAHAL HHHHHH AUK AH its official locke amp key is,3
88,ice bear kalo dibawa ke sini NGANTUKKK BGT Hyoyeon from boywilliam s instagram please remember that feelings are temporary,2
89,menaklukkan covid 19 orang ribut mempertentangkan prioritas ekonomi atau kesehatan Di negara2 yang kelar pandemi kalo ada yg cocok gw nikah deh ini seru bangeetttt ak malah nonton ini dluan dr pd dramanya Membalas chat sahabat dan keluarga saja terasa berat padahal di rumah cuma rebahan Ada aja uang untuk ke mall belanja baju lebaran Giliran untuk makan sembako teriak teriak ke pemerintah minta bantuan Ada jgn bahas2 drama tlg ksh aku resep cookies yg tlah berhasil kau buat wahai,2
90,anjing manusia macem tai pengen dimaki maki sampe jerit jerit rasanya anjing gua doain lo kagal masuk UNIV MANAPUN ANJING ILMU LO KAGA ADA MANFAATNYA ANJING MENDING LO MULUNG SANA ATAU GAK NYEBUR KE RAWA anjing jempolnya minta diinjek ayooo iya ih ko jahat banget haa kayaknya tau tapi lupa namanya dulu suka banget mainin itu bener banget haaa iya ya bukancuma gue doang yg ngerasa gua kira halu ngerasa kasur goyang goyang hah gua barusan sumpaj lesgo Hey be,4
91,other teams member Salah Berasa sedih liat Q1 semua kegiatan di postponed Apalah daya Sebagian dari welcoming atau nggak first trouble program kali ya meng Akhirnya bisa ngetwit gini IndiHome ini knp tiba2 gangguan malem2 Physical Distancing adalah melakukan jarak fisik dari orang orang sehingga kita dapat mencegah virus mentransfer satu sa cek dm min Jangan negara Ngurusin Desa pusing juga ya ternyata Dibuka sampai 5 April 2020 India kalo Indonesia Tapi untungnya skrg dengan rebahan dan diamdirumahaja udah bisa,2
92,me automatically checked by Mati matian menyambung hidup lalu lupa kalau mati betulan enggak bisa menyambung hidup personally i prefer the second one the middle finger ring finger combo is powerful when it comes to carrying grocery bags jalanin terus usaha buat nutupin yg bolong2nya yg selama ini kita pikir kita gagal di bidang itu karena gak ada kata terlambat dalam belajar selagi masih muda mending kejar terus yg lg kita pelajarin toh hidup pasti gak jauh2 dari kata gagal,3
93,kepastian2 shg kit Zazu e lion king ojok gelem wes ambek modelannkoyok ngene Gausah nggolek sing aneh aneh kon bentukanmu ae koyok pin e google map Koceng seng kepiro iki Kekno karung goni cek ndang kerjo arek iku Kl yg dimaksud agama yg benar adalah agama yg memproduksi pengikut yg menyalah2kan keyakinan lain men judge keyakinan lain Satu satunya yang tidak boleh jongkok di negeri ini cuma IQ Republik Jancukers Maaf Tuhanku memenuhi semesta Wyapi wyapaka Bukan Tuhan sebatang kara,3
94,biar tmbh mniiezs Hy mniiez Mawww plss plsss AYOLAH CEU AIHH OMO OMOOOO I get the feelin that you ll never need me again OMO OMOO I GOT GOOSEBUMPS AAAKKKH SEMANGAT CECEU SAYANG BEBEK Coba pake bio oil nder Ga jadi disyg soalnya tkng pamer SAYANG RIKAAAA Ow sht typo I mean i wish you were here Im not sure ceu I WISH I WERE HERE AAAAA So how to die Blue i swear I ll never leave again atlas,2
95,Asknonym Akuuu nderrr pernah bgt dan itu asli jatuh cinta terbaikku sih plus jatuh hati jd aku ga lagi ngarepin bahagia sama2 tapi murni pengen bgt dia yg bahagia karena ya dia terlalu indah untuk kugapai biasa aja kalo aku mah udah masa lalu juga mau disesalin kek gimanapun gabakal bisa dirubah buat pelajaran aja asli sih makin aneh2 aja padahal perkara kekeyi mau settingan kek mau nganggep pacaran itu gaperlu jaga perasaan bla2 kek yaudah sih serah dia asli,3
96,Shopee Tanam Brownies kukus next order udh ada stickernya ya berarti Karena tuhan maha membolak balikkan hati seseorang NAMANYA UDH NEMU DONG YA Dulu aku pernah juga tertanya kenapa kuih donat ada satu lubang je now aku dah tahu kenapa Sumpah takkan tertanya dah CERITA DONGGG AIGO its out the festa is near kgn taichanan ampe modar Warga bersedih di Krustykrab sarinah iyaaa ga lama dr dramanya kelar awet pula ampe skrg YAUDA SI KAN DI RL JUNGPAL AMA DOKSON,2
97,wkwkwk Akhir akhir ini ngerasa gerah engap panas banget ga si Malem pun gitu mau tidur ngerasa hawa nya panas Gasuka aku tu kalo udh gini maaf buat yang udah dewasa aja Permisi pakeeeeet Makanya kayak fani kalo nge tweet langsung mention orangnya Udah masuk ke fase mulai jenuh Jenuh ngapain aja males ngerjain pi males drakoran males buka hp itu itu aja Tapi gak ngapa ngapain juga bingung Gimana nih Tumbenan hari ini gak ada niatan buat ngerjain pi,2
98,siapa sih bingung ue makin hari makin oon Beli skincare mahal mahal tapi yang buat muka jadi lawa cuma filter instagram makin hari makin cupu main PUBG salah team atau salah apa ya emang dan saya seringkali salah memberinya kalau tips dari aku dari semasa kuliah aku udah cari tambahan buat diriku karena dari kampus banyak link kerjaan part time sama kementrian dll terutama dalam hal acara event pas lulus aku ga jauh jauh dari sana masuknya event lagi atau,1
